TEST_GROUP,TEST_ITEM,CONDITIONAL_ITEM,DESCRIPTION,FUNCTION,PARAMETER,PDCA_NAME,,GLOBAL_VARIABLE,EXPECTED_VALUE,UNIT,PDCA_TYPE,TIMEOUT,ERROR_MSG,SA_FCM,NOTES,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_2,485kHz_SENSOR_TOUCH_RAW_ROW4_COL2,,SENSOR_TOUCH_RAW_27_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_3,485kHz_SENSOR_TOUCH_RAW_ROW4_COL3,,SENSOR_TOUCH_RAW_28_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_4,485kHz_SENSOR_TOUCH_RAW_ROW4_COL4,,SENSOR_TOUCH_RAW_29_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_5,485kHz_SENSOR_TOUCH_RAW_ROW4_COL5,,SENSOR_TOUCH_RAW_30_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_0,485kHz_SENSOR_TOUCH_RAW_ROW5_COL0,,SENSOR_TOUCH_RAW_31_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_1,485kHz_SENSOR_TOUCH_RAW_ROW5_COL1,,SENSOR_TOUCH_RAW_32_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_2,485kHz_SENSOR_TOUCH_RAW_ROW5_COL2,,SENSOR_TOUCH_RAW_33_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_3,485kHz_SENSOR_TOUCH_RAW_ROW5_COL3,,SENSOR_TOUCH_RAW_34_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_4,485kHz_SENSOR_TOUCH_RAW_ROW5_COL4,,SENSOR_TOUCH_RAW_35_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_5,485kHz_SENSOR_TOUCH_RAW_ROW5_COL5,,SENSOR_TOUCH_RAW_36_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_0,485kHz_SENSOR_TOUCH_RAW_ROW6_COL0,,SENSOR_TOUCH_RAW_37_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_1,485kHz_SENSOR_TOUCH_RAW_ROW6_COL1,,SENSOR_TOUCH_RAW_38_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_2,485kHz_SENSOR_TOUCH_RAW_ROW6_COL2,,SENSOR_TOUCH_RAW_39_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_3,485kHz_SENSOR_TOUCH_RAW_ROW6_COL3,,SENSOR_TOUCH_RAW_40_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_4,485kHz_SENSOR_TOUCH_RAW_ROW6_COL4,,SENSOR_TOUCH_RAW_41_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_5,485kHz_SENSOR_TOUCH_RAW_ROW6_COL5,,SENSOR_TOUCH_RAW_42_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_0,485kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL0,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_1,485kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL1,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_2,485kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL2,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_3,485kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL3,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_4,485kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL4,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_5,485kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL5,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_0,485kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL0,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_1,485kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL1,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_2,485kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL2,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_3,485kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL3,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_4,485kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL4,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_5,485kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL5,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_0,485kHz_SENSOR_TOUCH_AVERAGE_ROW2_COL0,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_1,485kHz_SENSOR_TOUCH_AVERAGE_ROW2_COL1,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_2,485kHz_SENSOR_TOUCH_AVERAGE_ROW2_COL2,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_3,485kHz_SENSOR_TOUCH_AVERAGE_ROW2_COL3,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_4,485kHz_SENSOR_TOUCH_AVERAGE_ROW2_COL4,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_5,485kHz_SENSOR_TOUCH_AVERAGE_ROW2_COL5,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_0,485kHz_SENSOR_TOUCH_AVERAGE_ROW3_COL0,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_1,485kHz_SENSOR_TOUCH_AVERAGE_ROW3_COL1,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_2,485kHz_SENSOR_TOUCH_AVERAGE_ROW3_COL2,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_3,485kHz_SENSOR_TOUCH_AVERAGE_ROW3_COL3,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_4,485kHz_SENSOR_TOUCH_AVERAGE_ROW3_COL4,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_5,485kHz_SENSOR_TOUCH_AVERAGE_ROW3_COL5,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_0,485kHz_SENSOR_TOUCH_AVERAGE_ROW4_COL0,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_1,485kHz_SENSOR_TOUCH_AVERAGE_ROW4_COL1,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_2,485kHz_SENSOR_TOUCH_AVERAGE_ROW4_COL2,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_3,485kHz_SENSOR_TOUCH_AVERAGE_ROW4_COL3,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_4,485kHz_SENSOR_TOUCH_AVERAGE_ROW4_COL4,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_5,485kHz_SENSOR_TOUCH_AVERAGE_ROW4_COL5,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_0,485kHz_SENSOR_TOUCH_AVERAGE_ROW5_COL0,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_1,485kHz_SENSOR_TOUCH_AVERAGE_ROW5_COL1,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_2,485kHz_SENSOR_TOUCH_AVERAGE_ROW5_COL2,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_3,485kHz_SENSOR_TOUCH_AVERAGE_ROW5_COL3,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_4,485kHz_SENSOR_TOUCH_AVERAGE_ROW5_COL4,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_5,485kHz_SENSOR_TOUCH_AVERAGE_ROW5_COL5,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_0,485kHz_SENSOR_TOUCH_AVERAGE_ROW6_COL0,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_1,485kHz_SENSOR_TOUCH_AVERAGE_ROW6_COL1,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_2,485kHz_SENSOR_TOUCH_AVERAGE_ROW6_COL2,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_3,485kHz_SENSOR_TOUCH_AVERAGE_ROW6_COL3,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_4,485kHz_SENSOR_TOUCH_AVERAGE_ROW6_COL4,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_5,485kHz_SENSOR_TOUCH_AVERAGE_ROW6_COL5,,,,,KEY,,,TRUE,,,
FCM,GRAPE,,Stimulate Touch Panel Down 485kHz,FIXTURE,pr cy on,,,,,,,,,TRUE,,,
FCM,GRAPE,,Sample Touch Data PanlDown_485k,DIAGS,sensor --sel touch --sample 50 --stats --quiet,,,,,,,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_0,485kHz_SENSOR_TOUCH_STIM_RAW_ROW0_COL0,,SENSOR_TOUCH_STIM_RAW_1_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_1,485kHz_SENSOR_TOUCH_STIM_RAW_ROW0_COL1,,SENSOR_TOUCH_STIM_RAW_2_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_2,485kHz_SENSOR_TOUCH_STIM_RAW_ROW0_COL2,,SENSOR_TOUCH_STIM_RAW_3_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_3,485kHz_SENSOR_TOUCH_STIM_RAW_ROW0_COL3,,SENSOR_TOUCH_STIM_RAW_4_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_4,485kHz_SENSOR_TOUCH_STIM_RAW_ROW0_COL4,,SENSOR_TOUCH_STIM_RAW_5_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_5,485kHz_SENSOR_TOUCH_STIM_RAW_ROW0_COL5,,SENSOR_TOUCH_STIM_RAW_6_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_0,485kHz_SENSOR_TOUCH_STIM_RAW_ROW1_COL0,,SENSOR_TOUCH_STIM_RAW_7_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_1,485kHz_SENSOR_TOUCH_STIM_RAW_ROW1_COL1,,SENSOR_TOUCH_STIM_RAW_8_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_2,485kHz_SENSOR_TOUCH_STIM_RAW_ROW1_COL2,,SENSOR_TOUCH_STIM_RAW_9_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_3,485kHz_SENSOR_TOUCH_STIM_RAW_ROW1_COL3,,SENSOR_TOUCH_STIM_RAW_10_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_4,485kHz_SENSOR_TOUCH_STIM_RAW_ROW1_COL4,,SENSOR_TOUCH_STIM_RAW_11_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_5,485kHz_SENSOR_TOUCH_STIM_RAW_ROW1_COL5,,SENSOR_TOUCH_STIM_RAW_12_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_0,485kHz_SENSOR_TOUCH_STIM_RAW_ROW2_COL0,,SENSOR_TOUCH_STIM_RAW_13_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_1,485kHz_SENSOR_TOUCH_STIM_RAW_ROW2_COL1,,SENSOR_TOUCH_STIM_RAW_14_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_2,485kHz_SENSOR_TOUCH_STIM_RAW_ROW2_COL2,,SENSOR_TOUCH_STIM_RAW_15_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_3,485kHz_SENSOR_TOUCH_STIM_RAW_ROW2_COL3,,SENSOR_TOUCH_STIM_RAW_16_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_4,485kHz_SENSOR_TOUCH_STIM_RAW_ROW2_COL4,,SENSOR_TOUCH_STIM_RAW_17_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_5,485kHz_SENSOR_TOUCH_STIM_RAW_ROW2_COL5,,SENSOR_TOUCH_STIM_RAW_18_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_0,485kHz_SENSOR_TOUCH_STIM_RAW_ROW3_COL0,,SENSOR_TOUCH_STIM_RAW_19_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_1,485kHz_SENSOR_TOUCH_STIM_RAW_ROW3_COL1,,SENSOR_TOUCH_STIM_RAW_20_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_2,485kHz_SENSOR_TOUCH_STIM_RAW_ROW3_COL2,,SENSOR_TOUCH_STIM_RAW_21_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_3,485kHz_SENSOR_TOUCH_STIM_RAW_ROW3_COL3,,SENSOR_TOUCH_STIM_RAW_22_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_4,485kHz_SENSOR_TOUCH_STIM_RAW_ROW3_COL4,,SENSOR_TOUCH_STIM_RAW_23_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_5,485kHz_SENSOR_TOUCH_STIM_RAW_ROW3_COL5,,SENSOR_TOUCH_STIM_RAW_24_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_0,485kHz_SENSOR_TOUCH_STIM_RAW_ROW4_COL0,,SENSOR_TOUCH_STIM_RAW_25_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_1,485kHz_SENSOR_TOUCH_STIM_RAW_ROW4_COL1,,SENSOR_TOUCH_STIM_RAW_26_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_2,485kHz_SENSOR_TOUCH_STIM_RAW_ROW4_COL2,,SENSOR_TOUCH_STIM_RAW_27_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_3,485kHz_SENSOR_TOUCH_STIM_RAW_ROW4_COL3,,SENSOR_TOUCH_STIM_RAW_28_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_4,485kHz_SENSOR_TOUCH_STIM_RAW_ROW4_COL4,,SENSOR_TOUCH_STIM_RAW_29_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_5,485kHz_SENSOR_TOUCH_STIM_RAW_ROW4_COL5,,SENSOR_TOUCH_STIM_RAW_30_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_0,485kHz_SENSOR_TOUCH_STIM_RAW_ROW5_COL0,,SENSOR_TOUCH_STIM_RAW_31_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_1,485kHz_SENSOR_TOUCH_STIM_RAW_ROW5_COL1,,SENSOR_TOUCH_STIM_RAW_32_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_2,485kHz_SENSOR_TOUCH_STIM_RAW_ROW5_COL2,,SENSOR_TOUCH_STIM_RAW_33_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_3,485kHz_SENSOR_TOUCH_STIM_RAW_ROW5_COL3,,SENSOR_TOUCH_STIM_RAW_34_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_4,485kHz_SENSOR_TOUCH_STIM_RAW_ROW5_COL4,,SENSOR_TOUCH_STIM_RAW_35_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_5,485kHz_SENSOR_TOUCH_STIM_RAW_ROW5_COL5,,SENSOR_TOUCH_STIM_RAW_36_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_0,485kHz_SENSOR_TOUCH_STIM_RAW_ROW6_COL0,,SENSOR_TOUCH_STIM_RAW_37_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_1,485kHz_SENSOR_TOUCH_STIM_RAW_ROW6_COL1,,SENSOR_TOUCH_STIM_RAW_38_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_2,485kHz_SENSOR_TOUCH_STIM_RAW_ROW6_COL2,,SENSOR_TOUCH_STIM_RAW_39_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_3,485kHz_SENSOR_TOUCH_STIM_RAW_ROW6_COL3,,SENSOR_TOUCH_STIM_RAW_40_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_4,485kHz_SENSOR_TOUCH_STIM_RAW_ROW6_COL4,,SENSOR_TOUCH_STIM_RAW_41_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_5,485kHz_SENSOR_TOUCH_STIM_RAW_ROW6_COL5,,SENSOR_TOUCH_STIM_RAW_42_485KHz,,,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_1_485KHz-SENSOR_TOUCH_RAW_1_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL0,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL0,"[100,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_2_485KHz-SENSOR_TOUCH_RAW_2_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL1,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL1,"[200,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_3_485KHz-SENSOR_TOUCH_RAW_3_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL2,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL2,"[200,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_4_485KHz-SENSOR_TOUCH_RAW_4_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL3,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL3,"[200,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_5_485KHz-SENSOR_TOUCH_RAW_5_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL4,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL4,"[200,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_6_485KHz-SENSOR_TOUCH_RAW_6_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL5,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL5,"[100,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_7_485KHz-SENSOR_TOUCH_RAW_7_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL0,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL0,"[200,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_8_485KHz-SENSOR_TOUCH_RAW_8_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL1,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL1,"[200,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_9_485KHz-SENSOR_TOUCH_RAW_9_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL2,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL2,"[200,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_10_485KHz-SENSOR_TOUCH_RAW_10_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL3,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL3,"[200,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_11_485KHz-SENSOR_TOUCH_RAW_11_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL4,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL4,"[200,1500]",,KEY,,,TRUE,,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_12_485KHz-SENSOR_TOUCH_RAW_12_485KHz,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL5,,485kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL5,"[200,1500]",,KEY,,,TRUE,,,
