TEST_GROUP,TEST_ITEM,CONDITIONAL_ITEM,DESCRIPTION,FUNCTION,PARAMETER,PDCA_NAME,COMBINEC,GLOBAL_VARIABLE,EXPECTED_VALUE,UNIT,PDCA_TYPE,TIMEOUT,ERROR_MSG,SA_QT0,QT0,QT1,QT1REL,TILT1,QT2,QT2REL,QT2_POSTROXER,QT_SPIRIT,,,
ALERT - DATA DOE,ALERT_IMON_VMON_1000Hz,,Process alert response,DIAGS,"processaudio -p remove-dc -i looprx0; processaudio -p fft -i process0 --options ""--windowType flat_top""",,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT - DATA DOE,ALERT_IMON_VMON_1000Hz,,PARSE HALL(CH4) X Pk Magnitude,PARSE,ALERT_HALL_X_PK_MAG,ALERT_HALL_X_PK_MAG_ORI_1000Hz,,ALERT_HALL_X_PK_MAG_ORI,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT - DATA DOE,ALERT_IMON_VMON_1000Hz,,PARSE HALL(CH4) X Freq,PARSE,ALERT_HALL_X_FREQ,ALERT_HALL_X_FREQ_1000Hz,,,,HZ,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT - DATA DOE,ALERT_IMON_VMON_1000Hz,,PARSE HALL(CH4) X Pk Magnitude,CALCULATE,ALERT_HALL_X_PK_MAG_ORI*2048*4.63867,ALERT_HALL_X_PK_MAG_1000Hz,,,,Counts,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT - DATA DOE,ALERT_IMON_VMON_1000Hz,,Turn OFF General Modules (Codec),DIAGS,audio -r;audio --turnoff,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Set SYSTEM_TO_PMU_REQUEST_PWM high,DIAGS,socgpio --port 1 --pin 99 --output 1,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==0x00E4,Enter gyro low power mode,DIAGS,sensor --sel gyro --set lpm true,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==0x00E4,Set gyro LPM duty cycle to 25 percent,DIAGS,sensor --sel gyro --set lpm_duty_cycle 25,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==0x00E4,Set accel/gyro dynamic range to 32g/2000dps,DIAGS,sensor --sel accel --set dynamic_range 32; sensor --sel gyro --set dynamic_range 2000,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==0x00E4,Set accel/gyro ODR to 800Hz,DIAGS,sensor --sel accel --set rate 800; sensor --sel gyro --set rate 800,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==0x00E4,Set accel/gyro BW to 50Hz/100Hz,DIAGS,sensor --sel accel --set bw 50; sensor --sel gyro --set bw 100,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==0x00E4,Set accel/gyro filter rolloff to -60dB/-20dB,DIAGS,sensorreg --sel accel --write 0x19 0x00; sensorreg --sel gyro --write 0x1B 0x08,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==null,Set accel/gyro ODR to 200Hz,DIAGS,sensor --sel accel --set rate 200; sensor --sel gyro --set rate 200,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,ACCEL_LOT_INFO==G6H948,Set accel/gyro dynamic range to 128g/2000dps,DIAGS,sensor --sel accel --set dynamic_range 128; sensor --sel gyro --set dynamic_range 2000,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,ACCEL_LOT_INFO==G6H931,Set accel/gyro dynamic range to 16g/2000dps,DIAGS,sensor --sel accel --set dynamic_range 16; sensor --sel gyro --set dynamic_range 2000,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==null,Set accel/gyro BW to 50Hz/100Hz for Arrikis,DIAGS,sensorreg -s accel --write 0x76 0x00; sensorreg -s accel --write 0x52 0x31,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==null,Set accel/gyro filter rolloff to -60dB/-20dB for Arrikis,DIAGS,sensorreg -s accel --write 0x53 0x15; sensorreg -s gyro --write 0x51 0x12,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Enter BG quiesce,DIAGS,event -s enter-bg-quiesce,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Collect 500ms of accelerometer and gyro data,DIAGS,"sensor --sel accel,gyro --sample 500ms --stats --quiet",,,,,,,15,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==0x00E4,Measure average accelerometer output in X direction,PARSE,SENSOR_ACCEL_AVERAGE_X,Combo_LPNM25_PWM_onPUCK_accel_average_x,,Combo_LPNM25_PWM_onPUCK_accel_average_x,[-0.118:0.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==0x00E4,Measure average accelerometer output in Y direction,PARSE,SENSOR_ACCEL_AVERAGE_Y,Combo_LPNM25_PWM_onPUCK_accel_average_y,,Combo_LPNM25_PWM_onPUCK_accel_average_y,[-0.118:0.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==0x00E4,Measure average accelerometer output in Z direction,PARSE,SENSOR_ACCEL_AVERAGE_Z,Combo_LPNM25_PWM_onPUCK_accel_average_z,,Combo_LPNM25_PWM_onPUCK_accel_average_z,[0.882:1.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,ACCEL_LOT_INFO==G6H931,Measure average accelerometer output in X direction,PARSE,SENSOR_ACCEL_AVERAGE_X,Combo_LPNM25_PWM_onPUCK_accel_average_x,,Combo_LPNM25_PWM_onPUCK_accel_average_x,[-0.118:0.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,ACCEL_LOT_INFO==G6H931,Measure average accelerometer output in Y direction,PARSE,SENSOR_ACCEL_AVERAGE_Y,Combo_LPNM25_PWM_onPUCK_accel_average_y,,Combo_LPNM25_PWM_onPUCK_accel_average_y,[-0.118:0.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,ACCEL_LOT_INFO==G6H931,Measure average accelerometer output in Z direction,PARSE,SENSOR_ACCEL_AVERAGE_Z,Combo_LPNM25_PWM_onPUCK_accel_average_z,,Combo_LPNM25_PWM_onPUCK_accel_average_z,[0.882:1.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,ACCEL_LOT_INFO==G6H948,Measure average accelerometer output in X direction,PARSE,SENSOR_ACCEL_AVERAGE_X,Combo_LPNM25_PWM_onPUCK_accel_average_x,,Combo_LPNM25_PWM_onPUCK_accel_average_x,[-0.600:0.600],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,ACCEL_LOT_INFO==G6H948,Measure average accelerometer output in Y direction,PARSE,SENSOR_ACCEL_AVERAGE_Y,Combo_LPNM25_PWM_onPUCK_accel_average_y,,Combo_LPNM25_PWM_onPUCK_accel_average_y,[-0.600:0.600],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,ACCEL_LOT_INFO==G6H948,Measure average accelerometer output in Z direction,PARSE,SENSOR_ACCEL_AVERAGE_Z,Combo_LPNM25_PWM_onPUCK_accel_average_z,,Combo_LPNM25_PWM_onPUCK_accel_average_z,[0.400:1.600],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure accelerometer standard deviation in X direction,PARSE,SENSOR_ACCEL_STDDEV_X,Combo_LPNM25_PWM_onPUCK_accel_stdev_x,,Combo_LPNM25_PWM_onPUCK_accel_stdev_x,[0.00001:0.05],g-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure accelerometer standard deviation in Y direction,PARSE,SENSOR_ACCEL_STDDEV_Y,Combo_LPNM25_PWM_onPUCK_accel_stdev_y,,Combo_LPNM25_PWM_onPUCK_accel_stdev_y,[0.00001:0.05],g-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure accelerometer standard deviation in Z direction,PARSE,SENSOR_ACCEL_STDDEV_Z,Combo_LPNM25_PWM_onPUCK_accel_stdev_z,,Combo_LPNM25_PWM_onPUCK_accel_stdev_z,[0.00001:0.05],g-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure average gyro output in X direction,PARSE,SENSOR_GYRO_AVERAGE_X,Combo_LPNM25_PWM_onPUCK_gyro_average_x,,Combo_LPNM25_PWM_onPUCK_gyro_average_x,[-25:25],dps,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure average gyro output in Y direction,PARSE,SENSOR_GYRO_AVERAGE_Y,Combo_LPNM25_PWM_onPUCK_gyro_average_y,,Combo_LPNM25_PWM_onPUCK_gyro_average_y,[-25:25],dps,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure average gyro output in Z direction,PARSE,SENSOR_GYRO_AVERAGE_Z,Combo_LPNM25_PWM_onPUCK_gyro_average_z,,Combo_LPNM25_PWM_onPUCK_gyro_average_z,[-25:25],dps,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure gyro standard deviation in X direction,PARSE,SENSOR_GYRO_STDDEV_X,Combo_LPNM25_PWM_onPUCK_gyro_stdev_x,,Combo_LPNM25_PWM_onPUCK_gyro_stdev_x,[0.00001:0.5],dps-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure gyro standard deviation in Y direction,PARSE,SENSOR_GYRO_STDDEV_Y,Combo_LPNM25_PWM_onPUCK_gyro_stdev_y,,Combo_LPNM25_PWM_onPUCK_gyro_stdev_y,[0.00001:0.5],dps-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure gyro standard deviation in Z direction,PARSE,SENSOR_GYRO_STDDEV_Z,Combo_LPNM25_PWM_onPUCK_gyro_stdev_z,,Combo_LPNM25_PWM_onPUCK_gyro_stdev_z,[0.00001:0.5],dps-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure gyro range in X direction,PARSE,SENSOR_GYRO_RANGE_X,Combo_LPNM25_PWM_onPUCK_gyro_range_x,,Combo_LPNM25_PWM_onPUCK_gyro_range_x,,dps,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure gyro range in Y direction,PARSE,SENSOR_GYRO_RANGE_Y,Combo_LPNM25_PWM_onPUCK_gyro_range_y,,Combo_LPNM25_PWM_onPUCK_gyro_range_y,,dps,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure gyro range in Z direction,PARSE,SENSOR_GYRO_RANGE_Z,Combo_LPNM25_PWM_onPUCK_gyro_range_z,,Combo_LPNM25_PWM_onPUCK_gyro_range_z,,dps,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==0x00E4,Measure gyro ODR,PARSE,SENSOR_GYRO_ODR,Combo_LPNM25_PWM_onPUCK_gyro_odr,,Combo_LPNM25_PWM_onPUCK_gyro_odr,[720:880],Hz,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,IMU_MANU_ID==null,Measure gyro ODR,PARSE,SENSOR_GYRO_ODR,Combo_LPNM25_PFM_onPUCK_gyro_odr,,Combo_LPNM25_PFM_onPUCK_gyro_odr,[180:220],Hz,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Measure gyro temperature,PARSE,SENSOR_GYRO_AVERAGE_TEMP,Combo_LPNM25_PWM_onPUCK_gyro_temp,,Combo_LPNM25_PWM_onPUCK_gyro_temp,[5:],C,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_accel_average_x-Combo_LPNM25_PWM_offPUCK_accel_average_x,Combo_LPNM_PWM_Diff_on-off_PUCK_accel_average_x,,,,g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_accel_average_y-Combo_LPNM25_PWM_offPUCK_accel_average_y,Combo_LPNM_PWM_Diff_on-off_PUCK_accel_average_y,,,,g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_accel_average_z-Combo_LPNM25_PWM_offPUCK_accel_average_z,Combo_LPNM_PWM_Diff_on-off_PUCK_accel_average_z,,,,g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_gyro_average_x-Combo_LPNM25_PWM_offPUCK_gyro_average_x,Combo_LPNM_PWM_Diff_on-off_PUCK_gyro_average_x,,,,dps,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_gyro_average_y-Combo_LPNM25_PWM_offPUCK_gyro_average_y,Combo_LPNM_PWM_Diff_on-off_PUCK_gyro_average_y,,,,dps,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_gyro_average_z-Combo_LPNM25_PWM_offPUCK_gyro_average_z,Combo_LPNM_PWM_Diff_on-off_PUCK_gyro_average_z,,,,dps,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_accel_stdev_x-Combo_LPNM25_PWM_offPUCK_accel_stdev_x,Combo_LPNM_PWM_Diff_on-off_PUCK_accel_stdev_x,,,,g-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_accel_stdev_y-Combo_LPNM25_PWM_offPUCK_accel_stdev_y,Combo_LPNM_PWM_Diff_on-off_PUCK_accel_stdev_y,,,,g-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_accel_stdev_z-Combo_LPNM25_PWM_offPUCK_accel_stdev_z,Combo_LPNM_PWM_Diff_on-off_PUCK_accel_stdev_z,,,,g-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_gyro_stdev_x-Combo_LPNM25_PWM_offPUCK_gyro_stdev_x,Combo_LPNM_PWM_Diff_on-off_PUCK_gyro_stdev_x,,,,dps-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_gyro_stdev_y-Combo_LPNM25_PWM_offPUCK_gyro_stdev_y,Combo_LPNM_PWM_Diff_on-off_PUCK_gyro_stdev_y,,,,dps-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_gyro_stdev_z-Combo_LPNM25_PWM_offPUCK_gyro_stdev_z,Combo_LPNM_PWM_Diff_on-off_PUCK_gyro_stdev_z,,,,dps-rms,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_DELTA,,Calculate PWM delta between onPuck and offPuck,CALCULATE,Combo_LPNM25_PWM_onPUCK_gyro_temp-Combo_LPNM25_PWM_offPUCK_gyro_temp,Combo_LPNM_PWM_Diff_on-off_PUCK_gyro_temp,,,,C,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PWM,,Leave BG quiesce,DIAGS,event -s leave-bg-quiesce,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,,Set SYSTEM_TO_PMU_REQUEST_PWM to low,DIAGS,socgpio --port 1 --pin 99 --input --nopull;wait 200,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,,Turn on accelerometer and gyro,DIAGS,"sensor --sel accel,gyro --init",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,,Enter gyro low power mode,DIAGS,sensor --sel gyro --set lpm true,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,,Set gyro LPM duty cycle to 25 percent,DIAGS,sensor --sel gyro --set lpm_duty_cycle 25,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,,Set accel/gyro dynamic range to 32g/2000dps,DIAGS,sensor --sel accel --set dynamic_range 32; sensor --sel gyro --set dynamic_range 2000,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,,Set accel/gyro ODR to 800Hz,DIAGS,sensor --sel accel --set rate 800; sensor --sel gyro --set rate 800,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,,Set accel/gyro BW to 50Hz/100Hz,DIAGS,sensor --sel accel --set bw 50; sensor --sel gyro --set bw 100,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,,Set accel/gyro filter rolloff to -60dB/-20dB,DIAGS,sensorreg --sel accel --write 0x19 0x00; sensorreg --sel gyro --write 0x1B 0x08,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,,Enter BG quiesce,DIAGS,event -s enter-bg-quiesce,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,,Collect 500ms of accelerometer and gyro data,DIAGS,"sensor --sel accel,gyro --sample 500ms --stats --quiet",,,,,,,15,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Measure average accelerometer output in X direction,PARSE,SENSOR_ACCEL_AVERAGE_X,Combo_LPNM25_PFM_onPUCK_accel_average_x,,Combo_LPNM25_PFM_onPUCK_accel_average_x,[-0.118:0.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Measure average accelerometer output in Y direction,PARSE,SENSOR_ACCEL_AVERAGE_Y,Combo_LPNM25_PFM_onPUCK_accel_average_y,,Combo_LPNM25_PFM_onPUCK_accel_average_y,[-0.118:0.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Measure average accelerometer output in Z direction,PARSE,SENSOR_ACCEL_AVERAGE_Z,Combo_LPNM25_PFM_onPUCK_accel_average_z,,Combo_LPNM25_PFM_onPUCK_accel_average_z,[0.882:1.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H931,Measure average accelerometer output in X direction,PARSE,SENSOR_ACCEL_AVERAGE_X,Combo_LPNM25_PFM_onPUCK_accel_average_x,,Combo_LPNM25_PFM_onPUCK_accel_average_x,[-0.118:0.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H931,Measure average accelerometer output in Y direction,PARSE,SENSOR_ACCEL_AVERAGE_Y,Combo_LPNM25_PFM_onPUCK_accel_average_y,,Combo_LPNM25_PFM_onPUCK_accel_average_y,[-0.118:0.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H931,Measure average accelerometer output in Z direction,PARSE,SENSOR_ACCEL_AVERAGE_Z,Combo_LPNM25_PFM_onPUCK_accel_average_z,,Combo_LPNM25_PFM_onPUCK_accel_average_z,[0.882:1.118],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
IMU - DATA DOE,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H948,Measure average accelerometer output in X direction,PARSE,SENSOR_ACCEL_AVERAGE_X,Combo_LPNM25_PFM_onPUCK_accel_average_x,,Combo_LPNM25_PFM_onPUCK_accel_average_x,[-0.600:0.600],g,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
